scanner,symbol,entry_date_str,signal_regime,entry_price,stop_loss,entry_atr,entry_risk_distance,holding_cap,arm_a_exit_date,arm_a_exit_reason,arm_a_exit_price,arm_a_holding_days,arm_a_gross_r,arm_a_cost_r,arm_a_net_r,arm_b_exit_dates,arm_b_exit_reasons,arm_b_exit_prices,arm_b_holding_days,arm_b_gross_r,arm_b_cost_r,arm_b_net_r,paired_delta
EOD,GLOBUSSPR,2020-08-12,BULL,163.5,152.72,7.1867,10.78,10,2020-08-17,STOP_LOSS,152.72,3,-1.0,0.0147,-1.0147,2020-08-17,STOP_LOSS(100%),152.72,3,-1.0,0.0147,-1.0147,0.0
EOD,GMBREW,2018-08-20,BULL,607.2,578.8,18.9333,28.4,10,2018-09-04,TIME_EXPIRY,604.5,10,-0.0951,0.0213,-0.1164,2018-08-23,TRAILING_STOP(100%),628.08,2,0.7353,0.0217,0.7136,0.83
EOD,GMBREW,2024-12-17,BULL,862.0,825.5,24.3333,36.5,10,2024-12-19,STOP_LOSS,825.5,2,-1.0,0.0231,-1.0231,2024-12-19,STOP_LOSS(100%),825.5,2,-1.0,0.0231,-1.0231,0.0
EOD,GMDCLTD,2017-09-01,BULL,145.45,138.41,4.6933,7.04,10,2017-09-15,TIME_EXPIRY,148.05,10,0.3693,0.0208,0.3485,2017-09-15,TIME_EXPIRY(100%),148.05,10,0.3693,0.0208,0.3485,0.0
EOD,GMDCLTD,2025-06-05,BULL,382.6,361.89,13.8067,20.71,10,2025-06-19,TIME_EXPIRY,383.45,10,0.041,0.0185,0.0225,2025-06-06;2025-06-09,TARGET_1(50%);TRAILING_STOP(50%),413.67;406.9,2,1.3366,0.0191,1.3175,1.295
EOD,GNA,2017-07-12,BULL,133.8,125.94,5.24,7.86,10,2017-07-26,TIME_EXPIRY,138.5,10,0.598,0.0173,0.5806,2017-07-20,TRAILING_STOP(100%),142.33,6,1.0852,0.0176,1.0677,0.4871
EOD,GNA,2021-01-04,BULL,143.3,134.96,5.56,8.34,10,2021-01-08,TARGET,159.98,4,2.0,0.0182,1.9818,2021-01-06,TRAILING_STOP(100%),149.47,2,0.7398,0.0176,0.7223,-1.2595
EOD,GNA,2023-01-31,BULL,385.7,369.79,10.6067,15.91,10,2023-02-06,TARGET,417.52,4,2.0,0.0252,1.9748,2023-02-01;2023-02-02,TARGET_1(50%);TRAILING_STOP(50%),409.56;412.2,2,1.5827,0.025,1.5577,-0.4171
EOD,GNA,2023-06-07,BULL,400.4,386.83,9.0467,13.57,10,2023-06-21,TIME_EXPIRY,405.7,10,0.3906,0.0297,0.3609,2023-06-21,TIME_EXPIRY(100%),405.7,10,0.3906,0.0297,0.3609,0.0
EOD,GNA,2024-12-03,BULL,433.75,414.78,12.6467,18.97,10,2024-12-13,STOP_LOSS,414.78,8,-1.0,0.0224,-1.0224,2024-12-13,STOP_LOSS(100%),414.78,8,-1.0,0.0224,-1.0224,0.0
